cve_id,published,last_modified,source_identifier,description,severity,cvss_score,vector,exploitability_score,impact_score
CVE-2015-8423,2015-12-10T05:59:45.313,2024-11-21T02:38:30.503,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8424,2015-12-10T05:59:46.313,2024-11-21T02:38:30.637,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8425,2015-12-10T05:59:47.310,2024-11-21T02:38:30.780,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8426,2015-12-10T05:59:48.263,2024-11-21T02:38:30.927,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8427,2015-12-10T05:59:49.187,2024-11-21T02:38:31.060,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8428,2015-12-10T05:59:50.027,2024-11-21T02:38:31.203,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8429,2015-12-10T05:59:51.107,2024-11-21T02:38:31.360,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8430,2015-12-10T05:59:52.027,2024-11-21T02:38:31.493,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8431,2015-12-10T05:59:53.103,2024-11-21T02:38:31.630,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8432,2015-12-10T05:59:54.087,2024-11-21T02:38:31.770,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8433,2015-12-10T05:59:55.257,2024-11-21T02:38:31.910,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8434,2015-12-10T05:59:56.290,2024-11-21T02:38:32.047,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8435,2015-12-10T05:59:57.523,2024-11-21T02:38:32.180,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8436,2015-12-10T05:59:58.850,2024-11-21T02:38:32.320,psirt@adobe.com,"use-after-free vulnerability in the printjob object implementation in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via crafted addpage arguments, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8437, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2015-8437,2015-12-10T05:59:59.770,2024-11-21T02:38:32.457,psirt@adobe.com,"use-after-free vulnerability in the selection object implementation in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via a crafted setfocus call, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8441, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2015-8438,2015-12-10T06:00:00.847,2024-11-21T02:38:32.593,psirt@adobe.com,"heap-based buffer overflow in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via a crafted xml object that is mishandled during a tostring call, a different vulnerability than cve-2015-8446.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2015-8439,2015-12-10T06:00:01.910,2024-11-21T02:38:32.730,psirt@adobe.com,"the sharedobject object implementation in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code by leveraging an unspecified ""type confusion"" during a getremote call, a different vulnerability than cve-2015-8456.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2015-8440,2015-12-10T06:00:02.970,2024-11-21T02:38:32.860,psirt@adobe.com,"adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allow attackers to bypass intended access restrictions via unspecified vectors, a different vulnerability than cve-2015-8409 and cve-2015-8453.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8441,2015-12-10T06:00:04.080,2024-11-21T02:38:33.017,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8442, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2015-8442,2015-12-10T06:00:05.203,2024-11-21T02:38:33.157,psirt@adobe.com,"use-after-free vulnerability in the movieclip object implementation in adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allows attackers to execute arbitrary code via a crafted filters property value, a different vulnerability than cve-2015-8048, cve-2015-8049, cve-2015-8050, cve-2015-8055, cve-2015-8056, cve-2015-8057, cve-2015-8058, cve-2015-8059, cve-2015-8061, cve-2015-8062, cve-2015-8063, cve-2015-8064, cve-2015-8065, cve-2015-8066, cve-2015-8067, cve-2015-8068, cve-2015-8069, cve-2015-8070, cve-2015-8071, cve-2015-8401, cve-2015-8402, cve-2015-8403, cve-2015-8404, cve-2015-8405, cve-2015-8406, cve-2015-8410, cve-2015-8411, cve-2015-8412, cve-2015-8413, cve-2015-8414, cve-2015-8420, cve-2015-8421, cve-2015-8422, cve-2015-8423, cve-2015-8424, cve-2015-8425, cve-2015-8426, cve-2015-8427, cve-2015-8428, cve-2015-8429, cve-2015-8430, cve-2015-8431, cve-2015-8432, cve-2015-8433, cve-2015-8434, cve-2015-8435, cve-2015-8436, cve-2015-8437, cve-2015-8441, cve-2015-8447, cve-2015-8448, cve-2015-8449, cve-2015-8450, cve-2015-8452, and cve-2015-8454.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2015-8443,2015-12-10T06:00:06.483,2024-11-21T02:38:33.290,psirt@adobe.com,"adobe flash player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on windows and os x and before 11.2.202.554 on linux, adobe air before 20.0.0.204, adobe air sdk before 20.0.0.204, and adobe air sdk & compiler before 20.0.0.204 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2015-8045, cve-2015-8047, cve-2015-8060, cve-2015-8408, cve-2015-8416, cve-2015-8417, cve-2015-8418, cve-2015-8419, cve-2015-8444, cve-2015-8451, and cve-2015-8455.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
