cve_id,published,last_modified,source_identifier,description,severity,cvss_score,vector,exploitability_score,impact_score,month,year
CVE-2013-1365,2013-02-12 20:55:04.637,2024-11-21 01:49:26.287,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1366, cve-2013-1367, cve-2013-1368, cve-2013-1369, cve-2013-1370, cve-2013-1372, and cve-2013-1373.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1366,2013-02-12 20:55:04.667,2024-11-21 01:49:26.420,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1365, cve-2013-1367, cve-2013-1368, cve-2013-1369, cve-2013-1370, cve-2013-1372, and cve-2013-1373.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1367,2013-02-12 20:55:04.747,2024-11-21 01:49:26.550,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1365, cve-2013-1366, cve-2013-1368, cve-2013-1369, cve-2013-1370, cve-2013-1372, and cve-2013-1373.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1368,2013-02-12 20:55:04.807,2024-11-21 01:49:26.677,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1365, cve-2013-1366, cve-2013-1367, cve-2013-1369, cve-2013-1370, cve-2013-1372, and cve-2013-1373.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1369,2013-02-12 20:55:04.887,2024-11-21 01:49:26.813,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1365, cve-2013-1366, cve-2013-1367, cve-2013-1368, cve-2013-1370, cve-2013-1372, and cve-2013-1373.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1370,2013-02-12 20:55:04.963,2024-11-21 01:49:26.953,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1365, cve-2013-1366, cve-2013-1367, cve-2013-1368, cve-2013-1369, cve-2013-1372, and cve-2013-1373.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1372,2013-02-12 20:55:05.043,2024-11-21 01:49:27.233,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1365, cve-2013-1366, cve-2013-1367, cve-2013-1368, cve-2013-1369, cve-2013-1370, and cve-2013-1373.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1373,2013-02-12 20:55:05.090,2024-11-21 01:49:27.373,psirt@adobe.com,"buffer overflow in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0642, cve-2013-0645, cve-2013-1365, cve-2013-1366, cve-2013-1367, cve-2013-1368, cve-2013-1369, cve-2013-1370, and cve-2013-1372.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-1374,2013-02-12 20:55:05.120,2024-11-21 01:49:27.503,psirt@adobe.com,"use-after-free vulnerability in adobe flash player before 10.3.183.63 and 11.x before 11.6.602.168 on windows, before 10.3.183.61 and 11.x before 11.6.602.167 on mac os x, before 10.3.183.61 and 11.x before 11.2.202.270 on linux, before 11.1.111.43 on android 2.x and 3.x, and before 11.1.115.47 on android 4.x; adobe air before 3.6.0.597; and adobe air sdk before 3.6.0.599 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2013-0644 and cve-2013-0649.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-0073,2013-02-13 12:04:12.290,2024-11-21 01:46:49.740,secure@microsoft.com,"the windows forms (aka winforms) component in microsoft .net framework 2.0 sp2, 3.5, 3.5.1, 4, and 4.5 does not properly restrict the privileges of a callback function during object creation, which allows remote attackers to execute arbitrary code via (1) a crafted xaml browser application (xbap) or (2) a crafted .net framework application, aka ""winforms callback elevation vulnerability.""",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2013-02,2013
CVE-2013-0075,2013-02-13 12:04:12.320,2024-11-21 01:46:50.000,secure@microsoft.com,"the tcp/ip implementation in microsoft windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, windows 7 gold and sp1, windows 8, windows server 2012, and windows rt allows remote attackers to cause a denial of service (reboot) via a crafted packet that terminates a tcp connection, aka ""tcp fin wait vulnerability.""",high,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,10.0,6.9,2013-02,2013
CVE-2013-0076,2013-02-13 12:04:12.367,2024-11-21 01:46:50.140,secure@microsoft.com,"the client/server run-time subsystem (csrss) in microsoft windows server 2008 r2 and r2 sp1 and windows 7 gold and sp1 does not properly handle objects in memory, which allows local users to gain privileges via a crafted application, aka ""reference count vulnerability.""",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2013-02,2013
CVE-2013-0077,2013-02-13 12:04:12.417,2024-11-21 01:46:50.260,secure@microsoft.com,"quartz.dll in directshow in microsoft windows xp sp2 and sp3, server 2003 sp2, vista sp2, and server 2008 sp2 allows remote attackers to execute arbitrary code via crafted media content in (1) a media file, (2) a media stream, or (3) a microsoft office document, aka ""media decompression vulnerability.""",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2013-02,2013
CVE-2013-1248,2013-02-13 12:04:12.447,2024-11-21 01:49:11.317,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, windows 7 gold and sp1, windows 8, windows server 2012, and windows rt allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1249,2013-02-13 12:04:12.493,2024-11-21 01:49:11.440,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, windows 7 gold and sp1, windows 8, windows server 2012, and windows rt allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1250,2013-02-13 12:04:12.523,2024-11-21 01:49:11.577,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1251,2013-02-13 12:04:12.570,2024-11-21 01:49:11.707,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1252,2013-02-13 12:04:12.617,2024-11-21 01:49:11.830,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1254,2013-02-13 12:04:12.697,2024-11-21 01:49:12.087,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1255,2013-02-13 12:04:12.727,2024-11-21 01:49:12.220,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1256,2013-02-13 12:04:12.807,2024-11-21 01:49:12.347,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1257,2013-02-13 12:04:12.837,2024-11-21 01:49:12.480,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1258,2013-02-13 12:04:12.900,2024-11-21 01:49:12.613,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1259,2013-02-13 12:04:12.947,2024-11-21 01:49:12.747,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1260,2013-02-13 12:04:12.993,2024-11-21 01:49:12.870,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1261,2013-02-13 12:04:13.057,2024-11-21 01:49:12.997,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1262,2013-02-13 12:04:13.087,2024-11-21 01:49:13.117,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1263,2013-02-13 12:04:13.133,2024-11-21 01:49:13.233,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1264,2013-02-13 12:04:13.180,2024-11-21 01:49:13.377,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1266,2013-02-13 12:04:13.260,2024-11-21 01:49:13.620,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1267,2013-02-13 12:04:13.307,2024-11-21 01:49:13.743,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1268,2013-02-13 12:04:13.353,2024-11-21 01:49:13.860,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1269,2013-02-13 12:04:13.417,2024-11-21 01:49:13.987,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1270,2013-02-13 12:04:13.477,2024-11-21 01:49:14.110,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1271,2013-02-13 12:04:13.570,2024-11-21 01:49:14.223,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1272,2013-02-13 12:04:13.633,2024-11-21 01:49:14.340,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1273,2013-02-13 12:04:13.697,2024-11-21 01:49:14.457,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1274,2013-02-13 12:04:13.743,2024-11-21 01:49:14.570,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1276,2013-02-13 12:04:13.837,2024-11-21 01:49:14.820,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1277,2013-02-13 12:04:13.883,2024-11-21 01:49:14.937,secure@microsoft.com,"race condition in win32k.sys in the kernel-mode drivers in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, and windows 7 gold and sp1 allows local users to gain privileges, and consequently read the contents of arbitrary kernel memory locations, via a crafted application, a different vulnerability than other cves listed in ms13-016.",medium,4.9,AV:L/AC:L/Au:N/C:C/I:N/A:N,3.9,6.9,2013-02,2013
CVE-2013-1279,2013-02-13 12:04:13.963,2024-11-21 01:49:15.240,secure@microsoft.com,"race condition in the kernel in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, windows 7 gold and sp1, windows 8, windows server 2012, and windows rt allows local users to gain privileges via a crafted application that leverages incorrect handling of objects in memory, aka ""kernel race condition vulnerability,"" a different vulnerability than cve-2013-1278.",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2013-02,2013
CVE-2013-1280,2013-02-13 12:04:14.010,2024-11-21 01:49:15.350,secure@microsoft.com,"the kernel in microsoft windows xp sp2 and sp3, windows server 2003 sp2, windows vista sp2, windows server 2008 sp2, r2, and r2 sp1, windows 7 gold and sp1, windows 8, windows server 2012, and windows rt does not properly handle objects in memory, which allows local users to gain privileges via a crafted application, aka ""windows kernel reference count vulnerability.""",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2013-02,2013
CVE-2013-1281,2013-02-13 12:04:14.057,2024-11-21 01:49:15.460,secure@microsoft.com,"the nfs server in microsoft windows server 2008 r2 and r2 sp1 and server 2012 allows remote attackers to cause a denial of service (null pointer dereference and reboot) via an attempted renaming of a file or folder located on a read-only share, aka ""null dereference vulnerability.""",high,7.1,AV:N/AC:M/Au:N/C:N/I:N/A:C,8.6,6.9,2013-02,2013
CVE-2013-1313,2013-02-13 12:04:14.087,2024-11-21 01:49:20.653,secure@microsoft.com,"object linking and embedding (ole) automation in microsoft windows xp sp3 does not properly allocate memory, which allows remote attackers to execute arbitrary code via a crafted rtf document, aka ""ole automation remote code execution vulnerability.""",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2013-02,2013
CVE-2012-6533,2013-02-18 11:56:38.807,2024-11-21 01:46:18.227,secure@symantec.com,buffer overflow in pgpwded.sys in symantec pgp desktop 10.x and encryption desktop 10.3.0 before mp1 on windows xp and server 2003 allows local users to gain privileges via a crafted application.,medium,4.4,AV:L/AC:M/Au:N/C:P/I:P/A:P,3.4,6.4,2013-02,2013
CVE-2013-0879,2013-02-23 21:55:00.967,2024-11-21 01:48:22.637,chrome-cve-admin@google.com,"google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, does not properly implement web audio nodes, which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.",high,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,2013-02,2013
CVE-2013-0880,2013-02-23 21:55:01.030,2024-11-21 01:48:22.763,chrome-cve-admin@google.com,"use-after-free vulnerability in google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to databases.",high,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,2013-02,2013
CVE-2013-0881,2013-02-23 21:55:01.077,2024-11-21 01:48:22.883,chrome-cve-admin@google.com,"google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, allows remote attackers to cause a denial of service (incorrect read operation) via crafted data in the matroska container format.",medium,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9,2013-02,2013
CVE-2013-0882,2013-02-23 21:55:01.123,2024-11-21 01:48:22.993,chrome-cve-admin@google.com,"google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, allows remote attackers to cause a denial of service (incorrect memory access) or possibly have unspecified other impact via a large number of svg parameters.",high,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,2013-02,2013
CVE-2013-0883,2013-02-23 21:55:01.157,2024-11-21 01:48:23.107,chrome-cve-admin@google.com,"skia, as used in google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, allows remote attackers to cause a denial of service (incorrect read operation) via unspecified vectors.",medium,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9,2013-02,2013
CVE-2013-0884,2013-02-23 21:55:01.203,2024-11-21 01:48:23.217,chrome-cve-admin@google.com,"google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, does not properly load native client (aka nacl) code, which has unspecified impact and attack vectors.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2013-02,2013
CVE-2013-0885,2013-02-23 21:55:01.250,2024-11-21 01:48:23.340,chrome-cve-admin@google.com,"google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, does not properly restrict api privileges during interaction with the chrome web store, which has unspecified impact and attack vectors.",high,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,2013-02,2013
CVE-2013-0887,2013-02-23 21:55:01.343,2024-11-21 01:48:23.610,chrome-cve-admin@google.com,"the developer-tools process in google chrome before 25.0.1364.97 on windows and linux, and before 25.0.1364.99 on mac os x, does not properly restrict privileges during interaction with a connected server, which has unspecified impact and attack vectors.",high,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,2013-02,2013
